ratinguser,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,ratingprop,good_label,conve_label,impre_label,superb_label,reviewamount,randomrate,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,cleanaccom,propertyaddress,longitude,latitude,landmarknear,propertyinfo,nameuser,classreviewamount
8.5,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,"Dago Golf Raya 49, Dago Atas, Bandung, Jawa Barat, Indonesia, 40124",-6.8658619,107.6258052,Kawah Putih,Accordia Dago Hotel,Fatia S.,0 - 1000
6.4,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,4,0,0,0,1,0,1,0,0,1,0,-1,0,"Jl. Kolonel Masturi No. 151 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 4054",-6.8067922,107.5941443,Kawah Putih,The Beautiful and Unique Omega Villa,leonard m. w.,0 - 1000
5.7,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,"0000, Ciater, Jawa Barat, Subang,41281, Indonesia, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7471523,107.6392892,Kawah Putih,OYO 3040 D'pineapple Villa,Suryadi s.,0 - 1000
6,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,5,0,0,0,0,0,0,0,0,0,0,0,0,"Tower A Lt. 06, No.20, Jl. Merdeka, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9119722,107.6104996,Geological Museum,Best Western Premier La Grande Hotel,ZARAH J. D.,0 - 1000
9.4,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jln. Tangkuban Perahu no. 48, Cibogo, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8109279,107.6249374,Geological Museum,Narima Resort Bandung,Julia D.,0 - 1000
9.7,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Ir. H.Djuanda No.392, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8737816,107.6195669,Geological Museum,The Silk At Dago By Kazeem,Kezia,0 - 1000
6,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,5,0,0,0,0,2,0,0,1,1,3,2,1,"Jl. Ir. H. Juanda 46, Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.9013512,107.6125679,Geological Museum,Four Points by Sheraton Bandung,Kristijadi S.,0 - 1000
9.1,0,0,1,0,0,0,0,0,8.2,0,1,0,0,48,5,1,0,0,1,0,1,0,1,2,0,-2,1,"Jl. Raya Tangkuban Parahu No.10d, Cikole, Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia, Kabupaten Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.797525,107.6526684,Geological Museum,OYO 1541 Puri Cikole Asri,Triya W.,0 - 1000
6.1,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,5,0,1,1,0,2,0,1,2,0,3,3,0,"Jalan Surapati No. 51, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.899511,107.628641,Kawah Putih,Hotel Vio Surapati,Aditia M. P.,0 - 1000
5.8,0,0,0,0,0,0,0,1,7.4,0,1,0,0,48,5,1,2,1,0,3,0,1,4,2,4,2,0,"5,Jalan Lembah Sarimas, Ciater,41281,Subang,West Java, Lembang, Ciater, Bandung, Indonesia, 41281",-6.7318678,107.6547741,Kawah Putih,OYO 3879 Villa Sari Intan,fahrian b.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,3,0,2,0,0,6,0,1,4,0,9,9,1,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Taman Hutan Raya Juanda,De'Qur Hotel Bandung,philip i.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,4,0,1,0,0,0,0,0,0,0,1,1,0,"5,Jalan Lembah Sarimas, Ciater,41281,Subang,West Java, Lembang, Ciater, Bandung, Indonesia, 41281",-6.7318678,107.6547741,Taman Hutan Raya Juanda,OYO 3879 Villa Sari Intan,Hendra,0 - 1000
9.1,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,4,1,0,1,1,0,0,0,0,1,1,0,0,"Jalan Surapati No. 51, Dago, Bandung, Jawa Barat, Indonesia, 40114",-6.899511,107.628641,Taman Hutan Raya Juanda,Hotel Vio Surapati,Silvana W.,0 - 1000
9.1,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Jayagiri No. 54, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8073445,107.6195828,Taman Hutan Raya Juanda,Jayagiri Guesthouse,Azee A.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,5,0,2,0,0,1,0,1,2,1,2,1,1,"Tower A Lantai 18; Jl. Merdeka, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9140643,107.6108195,Taman Hutan Raya Juanda,Mercure Bandung Nexa Supratman,Aditya P.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. Cihampelas No.184, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131",-6.893387,107.6044697,Taman Hutan Raya Juanda,Serela Merdeka by KAGUM Hotels,Tri D.,0 - 1000
9.4,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,5,0,2,0,0,4,0,1,3,0,4,4,1,"Jl. Otto Iskandar Dinata No.84-92, Kb. Jeruk, Kec. Andir, Kota Bandung, Bandung, Braga, Bandung, Jawa Barat, Indonesia, 40180",-6.9177853,107.6038819,Taman Hutan Raya Juanda,Collection O 22 Hotel Pasar Baru Heritage,Moonbeam,0 - 1000
8.1,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,5,0,2,0,0,2,1,1,2,1,4,3,1,"Jalan Cisurian No.57 Rt.01 Rw. 01,Desa Cigugur Girang Parongpong, Parongpong, Bandung, Jawa Barat, Indonesia",-6.8235206,107.5889804,Taman Hutan Raya Juanda,Villa Manis Lembang,yosep m.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,5,0,2,0,1,1,2,0,2,3,5,2,1,"Jalan Raya Tangkuban Perahu, Kompleks Panorama Indah C-5, Lembang, Bandung, Indonesia, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8073709,107.6390779,Taman Hutan Raya Juanda,Puri Bernadi Guest House,mohamad n. b. h.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.6,0,0,1,0,49,5,1,3,0,1,2,2,1,4,2,8,6,1,"Jalan WR. SUPRATMAN No. 66 - 68, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9049088,107.6291232,Taman Hutan Raya Juanda,Mercure Bandung Nexa Supratman,mawar h.,0 - 1000
5.2,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,3,1,1,3,3,2,1,0,3,4,3,-1,0,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Kawah Putih,De'Qur Hotel Bandung,paulus b.,0 - 1000
8.5,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,0,0,0,2,0,0,2,1,3,2,0,"Jalan Mundinglaya No.2 Sukasari,Cikapayang, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8980407,107.6105963,Kawah Putih,Sapadia Guest House Bandung,Tri D. M.,0 - 1000
6,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,0,0,0,1,0,1,1,1,4,3,0,"Jalan Pabrik Gitar Desa Pagerwangi Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8376142,107.6244915,Kawah Putih,Mendulang Lembang Resort & Villa,Eric A.,0 - 1000
4.8,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jl Kolonel Masturi km 9, Lembang, Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.8028641,107.5829828,Kawah Putih,Vila Istana Bunga - Arlen,Bonny F. G.,0 - 1000
8.6,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Bagusrangin No.17B (Depan Taman Bagusrangin / depan Kafe Kebon / Salon hetty Hair, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8976269,107.6170349,Kawah Putih,Hannah Room - Khusus Putri,Rage T.,0 - 1000
6,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,2,0,0,3,0,1,3,0,5,5,0,"Jalan Lebak Siuh Dago Pakar Timur Ciburial Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8650382,107.6230564,Kawah Putih,Villa Verna AV4 Dago Village,Shafira I.,0 - 1000
6,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Raya Pangalengan km 31.2, Kampung Cihideung, Desa Tribakti Mulya, Kecamatan Pangalengan, Kabupaten Bandung, Jawa Barat., Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1361729,107.5575753,Kawah Putih,Kia Ora Lodge,Maya D.,0 - 1000
8.5,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Raya Pasir Jambu Km. 28 Ciwidey, Ciwidey, Bandung, Jawa Barat, Indonesia, 40971",-7.0849225,107.4461432,Kawah Putih,Hotel Pesona Ciwidey,Muhamad S. S.,0 - 1000
5.1,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,1,0,0,5,0,1,4,1,7,6,0,"Jl. Merdeka No.25-29, Babakan Ciamis, Kec. Sumur Bandung , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9092345,107.6103071,Kawah Putih,La Grande Apartment By Handoko,Maya S.,0 - 1000
5.1,0,0,0,0,0,1,0,0,7.4,0,1,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Raya Tangkuban Perahu, Kompleks Panorama Indah C-5, Lembang, Bandung, Indonesia, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8109279,107.6249374,Kawah Putih,Puri Bernadi Guest House,Abd H.,0 - 1000
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,1,2,2,2,1,3,1,1,3,3,5,2,1,"Jalan Raya Ciwidey Km 25 Pasir Jambu, Ciwidey, Bandung, Jawa Barat, Indonesia",-7.0833631,107.4827902,Sate Building,Sindang Reret Hotel Ciwidey,Firmansyah,0 - 1000
9.1,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,2,0,0,0,0,1,0,0,1,1,1,0,1,"Jalan Raya Lembang No.224 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8132787,107.6155207,Sate Building,Hotel Bumi Makmur Indah Lembang,BAIHAQI,0 - 1000
9.7,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,2,0,0,0,0,1,0,0,1,0,3,3,1,"Jalan Ir. H Juanda No. 50 , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9008204,107.6125846,Sate Building,OYO 1452 Hotel Utari,Riandy R. N.,0 - 1000
9.4,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,2,2,2,0,0,3,1,1,3,2,5,3,1,"Dusun Cigeureung, Desa Cicadas, Kec. Sagala Herang, Lembang, Ciater, Bandung, Indonesia, 41281",-6.7152382,107.6407344,Taman Hutan Raya Juanda,Tea Garden Resort,Dave R. F.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,3,4,1,5,1,1,3,1,1,6,1,-5,1,"Jalan Raya Dago Golf No. 2B, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.866951,107.6247302,Sate Building,Rumah Kiboku,Andriyani,0 - 1000
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,4,0,3,0,0,3,0,3,4,0,5,5,1,"Jalan Sariater No. 29, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7346335,107.652374,Sate Building,Villa Marindu And Glamping,slamet s.,0 - 1000
8.5,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,4,0,2,1,0,2,0,1,2,2,2,0,0,"Jl. Terusan Kopo No. 308/106, Cilampeni, Katapang, Bandung, Katapang, Bandung, Jawa Barat, Indonesia, 40919",-6.9940404,107.5550813,Sate Building,Pondok Eve,Victor A.,0 - 1000
9.7,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,4,0,0,1,0,0,2,0,0,2,3,1,0,"Jalan Dago Pakar Permai 2 No 41, Resor Dago Pakar, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8653691,107.6369539,Taman Hutan Raya Juanda,5 BR Hill View Villa with a private pool 1,Eddy S.,0 - 1000
6.2,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,5,1,1,0,0,1,0,0,2,1,1,0,1,"Tower A Floor 20 #A2010 Jl. Merdeka, Babakan Ciamis, Sumur Bandung, Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9119722,107.6104996,Sate Building,Exquisite 2BR Apartment at Tamansari La Grande near BIP,,0 - 1000
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,5,0,2,1,0,2,0,1,2,1,4,3,1,"pulosari Pangalengan Jawa barat, Pangalengan, Bandung, Jawa Barat, Indonesia, 40374",-7.1732615,107.544598,Sate Building,Mutiara Rahong Asri,subhan,0 - 1000
10,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,5,0,0,0,0,0,0,0,0,0,0,0,1,"Jl. Ir H. Juanda No. 3 , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.8629693,107.6236014,Sate Building,THE 1O1 Bandung Dago,Muhamad A.,0 - 1000
8.8,0,0,0,1,0,0,0,0,8.6,0,0,1,0,54,5,0,1,0,0,1,0,1,1,0,2,2,1,"Jalan Sariater No. 29, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7346335,107.652374,Sate Building,Villa Marindu And Glamping,Agung A.,0 - 1000
6,0,1,0,0,0,0,0,0,7.7,0,1,0,0,54,5,0,0,0,0,0,0,0,0,0,0,0,1,"Stadion Siliwangi, Jalan Lombok, Citarum, Jawa Barat, 40113, Indonesia, Bandung, Sumurbandung, Bandung, Jawa Barat, Indonesia, 40112",-6.91056,107.6186236,"Braga, Asia Afrika",OYO 90479 The Ethnic Hotel Bandung (all Suites),Imtaz A. H. N.,0 - 1000
8.4,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,5,0,2,0,0,2,0,1,2,0,2,2,0,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9063202,107.6202605,Taman Hutan Raya Juanda,Tebu Hotel Bandung,Nadelia R.,0 - 1000
5.5,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Situ Cileunca, Pangalengan Kab. Bandung ﾐ Indonesia, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.185445,107.5577528,Taman Hutan Raya Juanda,De Bloem Lake View,Ahmad E. A. G.,0 - 1000
8.2,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,5,1,3,0,0,4,0,1,4,0,7,7,0,"Jl. Situ Cileunca, Pangalengan Kab. Bandung ﾐ Indonesia, Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.185445,107.5577528,Taman Hutan Raya Juanda,De Bloem Lake View,Dita G.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,5,0,0,0,0,0,0,0,0,0,0,0,0,"1, Alamendah, Jawa Barat, Kabupaten Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1220027,107.4218275,Taman Hutan Raya Juanda,OYO 3772 Cigadog Residence,Irvan R.,0 - 1000
9.1,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,5,1,3,0,0,5,0,1,5,0,7,7,0,"Jalan Cilamaya No 1, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9032993,107.6166768,Taman Hutan Raya Juanda,Hotel Bumi Asih Gedung Sate Bandung,Dewi S.,0 - 1000
7.2,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Truno Joyo No. 19 , Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9033484,107.6131333,Taman Hutan Raya Juanda,Hay Bandung,Ivo G. P. T.,0 - 1000
9.4,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,5,1,2,0,0,2,0,2,2,0,2,2,0,"Jalan Seskoau No.1, Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40790",-6.8166601,107.6253807,Taman Hutan Raya Juanda,Sandalwood Boutique Hotel,Helena S.,0 - 1000
8.5,0,0,0,0,0,0,0,1,8.4,0,0,1,0,54,5,0,0,0,0,1,0,0,0,0,1,1,0,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9080875,107.6179482,Taman Hutan Raya Juanda,Flores Gallery Hotel,Sabrina A.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Ir. H. Juanda No. 18, Citarum , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9038207,107.6114055,Taman Hutan Raya Juanda,The Luxton Bandung,Resty J. A.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Taman Cibeunying Selatan No 45, Riau Street, Bandung, Jawa Barat, Indonesia, 40104",-6.9048057,107.6236129,Taman Hutan Raya Juanda,Selaras Guest House & Restaurant,M Hadi P.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,1,0,0,1,0,1,1,0,"Jalan W.R. Supratman No. 98, Cibeunying, Bandung, Jawa Barat, Indonesia, 40122",-6.9019507,107.6273712,Taman Hutan Raya Juanda,Mitra Hotel Bandung,TrySetyo H. F.,0 - 1000
8.5,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,0,0,0,0,0,1,1,0,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Taman Hutan Raya Juanda,De'Qur Hotel Bandung,Waris S.,0 - 1000
9.1,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9063202,107.6202605,Taman Hutan Raya Juanda,Tebu Hotel Bandung,Ario P.,0 - 1000
9.4,0,0,0,0,0,0,0,0,8.9,0,0,1,0,60,5,0,0,0,0,0,0,0,0,0,1,1,0,"Jl. RE Martadinata No. 56, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9062328,107.6199137,Taman Hutan Raya Juanda,Serela Riau by KAGUM Hotels,M Iqbal P.,0 - 1000
9.7,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,5,0,0,0,0,0,0,0,0,0,1,1,0,"Jl. Cibedug No 08 RT / 01 RW 10 Ds. Cikole Kec. Lembang Kab Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7958785,107.6484738,Taman Hutan Raya Juanda,Van House,yulianto,0 - 1000
8.5,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,5,0,1,0,0,3,0,1,3,0,3,3,0,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9063202,107.6202605,Taman Hutan Raya Juanda,Tebu Hotel Bandung,Andi B. L.,0 - 1000
8.8,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Imam Bonjol No. 27 Lebak gede, Coblong, Kota Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.892327,107.6151813,Taman Hutan Raya Juanda,Rumah Ebo Guesthouse,NIKA S.,0 - 1000
8.5,0,1,0,0,0,0,0,0,8.9,0,0,1,0,60,5,0,2,0,0,4,0,0,4,0,4,4,0,"Jl. Graha Ciater,Blok Dawuan, Kampung Sukahurip,Desa Nagrak,Ciater, Subang,Jawa Barat,Indonesia., Lembang, Ciater, Bandung, Indonesia, 41280",-6.7565403,107.6629672,Taman Hutan Raya Juanda,Villa TriTe - Atikah,,0 - 1000
9.4,0,0,0,0,0,1,0,0,8,0,1,0,0,65,1,1,1,1,1,1,1,1,1,1,2,1,1,"Jl. Raya Ciater - Ciater, Lembang, Ciater, Bandung, Indonesia, 41280",-6.7313756,107.6535055,Kawah Putih,Sari Ater Hotel,Eman S.,0 - 1000
6,0,0,0,0,0,1,0,0,8,0,1,0,0,65,1,0,1,0,0,1,0,1,1,0,1,1,1,"5,Jalan Lembah Sarimas, Ciater,41281,Subang,West Java, Lembang, Ciater, Bandung, Indonesia, 41281",-6.7318678,107.6547741,Kawah Putih,OYO 3879 Villa Sari Intan,Wiwik A.,0 - 1000
6.3,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,1,0,1,0,0,2,0,0,1,0,2,2,0,"Jalan Hortikultura No.01 RT 01 RW 05 Desa Jayagiri Kecamatan Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8100346,107.6171406,Kawah Putih,Samakta Guest House,Dee Y.,0 - 1000
5.4,0,0,0,0,0,1,0,0,8,0,1,0,0,65,2,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Wira Angun-angun No.15, Citarum, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9044901,107.6144342,Kawah Putih,Buminanienie Guesthouse,Petra C.,0 - 1000
8.8,0,0,0,0,0,1,0,0,8,0,1,0,0,65,2,0,4,0,0,5,0,1,5,0,7,7,1,"jl. Suka senang, Desa Cibogo, Kecamatan Lembang Kabupaten Bandung Barat , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8147253,107.6355559,Kawah Putih,Emaki Almasoem Resort,Ockty P.,0 - 1000
4.8,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9080875,107.6179482,Kawah Putih,Flores Gallery Hotel,Sekar,0 - 1000
8.7,0,0,0,0,0,1,0,0,8,0,1,0,0,65,3,0,0,0,0,0,0,0,0,0,0,0,1,"Jalan Braga No.99, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9170449,107.6084474,Kawah Putih,Braga 99 Living Point,Leo G.,0 - 1000
9.7,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,3,0,1,0,0,4,0,1,4,0,6,6,1,"Stadion Siliwangi, Jalan Lombok, Citarum, Jawa Barat, 40113, Indonesia, Bandung, Sumurbandung, Bandung, Jawa Barat, Indonesia, 40103",-6.9103619,107.6189452,Kawah Putih,OYO 90479 The Ethnic Hotel Bandung (all Suites),Dedi S.,0 - 1000
8.5,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,3,0,3,0,0,4,1,2,3,2,6,4,1,"Jalan Taman Cibeunying Selatan No 45, Riau Street, Bandung, Jawa Barat, Indonesia, 40104",-6.9048057,107.6236129,Kawah Putih,Selaras Guest House & Restaurant,Fikha F.,0 - 1000
6,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,3,0,0,1,0,0,0,0,1,0,3,3,1,"Jalan Muararajeun 24, Kel Cihaurgeulis Kec Cibeunying kaler Bandung Jawa barat, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9022422,107.6281215,Kawah Putih,Rumah Tamu Muararajeun,Moch Y. A.,0 - 1000
9.7,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,3,1,0,0,1,0,1,0,0,1,0,-1,1,"Jalan Holtikultura No. 88 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8167468,107.6098218,Kawah Putih,SanGria Resort & Spa,bona a.,0 - 1000
6,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,3,1,2,1,2,1,2,0,2,4,2,-2,1,"Jalan Aceh No 71A, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.908499,107.6184802,Kawah Putih,Amaroossa Bandung,nadine w. a.,0 - 1000
9.1,0,0,0,0,0,1,0,0,8,0,1,0,0,65,4,0,1,0,0,2,0,1,1,1,4,3,1,"Jalan Krisan No.1,RT 03 RW 010, Kavling Stroberi, Terusan Sersan Bajuri, Cihideung, Parongpong, Lembang, Bandung, Jawa Barat, Indonesia, 40558",-6.8122843,107.596327,Kawah Putih,Notes from the Mountains,Asep B. I.,0 - 1000
8.5,0,0,0,0,0,1,0,0,8,0,1,0,0,65,4,1,5,1,2,2,0,1,4,4,4,0,0,"Jalan Seskoau No.1, Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40790",-6.8166601,107.6253807,Kawah Putih,Sandalwood Boutique Hotel,Yuli J.,0 - 1000
6,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,4,0,0,0,0,0,0,0,0,0,0,0,1,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung , Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,Kawah Putih,ALI2 Pondok Orange 1,Deo G. C.,0 - 1000
8.5,0,0,0,0,0,1,0,0,8,0,1,0,0,65,5,1,0,1,1,0,1,1,0,1,1,0,1,"Jalan Cilamaya No 1, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9032993,107.6166768,Kawah Putih,Hotel Bumi Asih Gedung Sate Bandung,Jonar S.,0 - 1000
10,0,0,0,0,0,1,0,0,8,0,1,0,0,65,5,0,2,0,1,3,0,1,3,0,3,3,1,"Jalan Raya Cikole KM 22, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.788926,107.641402,Kawah Putih,Sindang Reret Cikole,Risha o.,0 - 1000
8.4,0,0,0,0,0,1,0,0,8,0,1,0,0,65,5,0,0,0,0,1,0,0,1,0,1,1,1,"Jalan Dipatiukur No 72 - 74, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8895435,107.6164508,Kawah Putih,Hotel Neo Dipatiukur by ASTON,Syamsir A.,0 - 1000
9.7,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,"Jl. Ir. H. Juanda 46, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.9013512,107.6125679,Kawah Putih,Four Points by Sheraton Bandung,Dicky S.,0 - 1000
6,0,0,0,1,0,0,0,0,7.4,0,1,0,0,65,5,0,0,2,1,2,1,0,2,4,3,-1,0,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9043514,107.620746,Kawah Putih,Amaris Hotel Cimanuk,Fakhri M. M.,0 - 1000
